Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
M01149742-I1,MANHATTAN,,2024-12-03,2025-05-02,149,2025-12-03,26.0,,Permit Entire,1011939,102,40.73656,-74.00704,105,BANK STREET,1,635,33,PATUXENT ENGINEERING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01149793-I1,MANHATTAN,,2025-01-24,2025-05-02,97,2026-01-24,110.0,,Permit Entire,1041450,108,40.77248,-73.96645,910,5 AVENUE,1,1387,1,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01149934-I1,MANHATTAN,,2024-12-03,2025-05-02,149,2025-09-29,251.0,,Permit Entire,1059658,109,40.81057,-73.95871,1254,AMSTERDAM AVENUE,1,1976,36,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01149947-I1,MANHATTAN,,2024-12-11,2025-05-02,141,2025-10-18,46.0,,Permit Entire,1008212,102,40.72602,-73.99569,632,BROADWAY,1,522,10,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01149966-I1,MANHATTAN,,2025-02-06,2025-05-02,84,2025-06-01,392.0,,Permit Entire,1088910,105,40.74151,-73.98648,11,MADISON AVENUE,1,854,7501,RICHARD PUSWALD PE,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01150045-I1,MANHATTAN,,2024-12-05,2025-05-02,147,2025-08-09,36.0,,Permit Entire,1048673,108,40.77629,-73.95463,216,EAST   83 STREET,1,1528,39,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01150126-I1,MANHATTAN,,2024-12-04,2025-05-02,148,2025-06-02,142.0,,Permit Entire,1004177,103,40.71893,-73.9853,79,CLINTON STREET,1,348,21,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01150202-I1,MANHATTAN,,2025-03-11,2025-05-02,51,2025-06-13,118.0,,Permit Entire,1050495,108,40.77509,-73.94863,443,EAST   84 STREET,1,1564,19,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01150222-I1,MANHATTAN,,2024-12-05,2025-05-02,147,2025-07-01,45.0,,Permit Entire,1055407,107,40.79633,-73.96255,14,WEST  103 STREET,1,1838,42,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01150366-I1,MANHATTAN,,2024-12-13,2025-05-02,139,2025-12-13,103.0,,Permit Entire,1017603,105,40.75159,-73.98175,445,5 AVENUE,1,869,7501,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01150464-I1,MANHATTAN,,2024-12-04,2025-05-02,148,2025-08-11,708.0,,Permit Entire,1033648,107,40.79258,-73.97211,201,WEST   93 STREET,1,1241,25,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01150577-I1,MANHATTAN,,2024-12-05,2025-05-02,147,2025-05-17,35.0,,Permit Entire,1025436,104,40.76576,-73.98396,935,8 AVENUE,1,1046,31,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01150579-I1,MANHATTAN,,2024-12-05,2025-05-02,147,2025-05-17,35.0,,Permit Entire,1025437,104,40.76583,-73.98394,937,8 AVENUE,1,1046,32,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01150599-I1,MANHATTAN,,2024-12-09,2025-05-02,143,2025-06-02,26.0,,Permit Entire,1061918,109,40.82555,-73.9491,520,WEST  145 STREET,1,2076,46,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01150620-I1,MANHATTAN,,2024-12-10,2025-05-02,142,2025-06-02,100.0,,Permit Entire,1061919,109,40.82566,-73.94936,528,WEST  145 STREET,1,2076,49,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01150682-I1,MANHATTAN,,2024-12-12,2025-05-02,140,2025-05-25,480.0,,Permit Entire,1084029,109,40.80454,-73.9607,30,MORNINGSIDE DRIVE,1,1866,2,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
M01150712-I1,MANHATTAN,,2024-12-05,2025-05-02,147,2025-09-29,26.0,,Permit Entire,1061867,109,40.82449,-73.95045,520,WEST  143 STREET,1,2074,53,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01150853-I1,MANHATTAN,,2024-12-10,2025-05-02,142,2025-06-17,171.0,,Permit Entire,1064940,112,40.86742,-73.92604,49,SEAMAN AVENUE,1,2237,36,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01150876-I1,MANHATTAN,,2024-12-16,2025-05-02,136,2025-12-16,270.0,,Permit Entire,1050031,108,40.77726,-73.94954,1655,1 AVENUE,1,1549,24,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01150903-I1,MANHATTAN,,2024-12-05,2025-05-02,147,2025-12-05,30.0,,Permit Entire,1015289,105,40.73691,-73.99507,31,WEST   14 STREET,1,816,22,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01150977-I1,MANHATTAN,,2025-01-14,2025-05-02,107,2025-11-12,300.0,,Permit Entire,1087660,107,40.78168,-73.97994,205,WEST   76 STREET,1,1168,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01151313-I1,MANHATTAN,,2024-12-09,2025-05-02,143,2025-08-04,143.0,,Permit Entire,1030136,107,40.77959,-73.97761,101,WEST   75 STREET,1,1147,29,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01151329-I1,MANHATTAN,,2024-12-06,2025-05-02,146,2025-09-29,288.0,,Permit Entire,1002167,101,40.72021,-74.00747,27,NORTH MOORE STREET,1,190,7504,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01151785-I1,MANHATTAN,,2024-12-10,2025-05-02,142,2025-12-10,438.0,,Permit Entire,1081179,106,40.75348,-73.97205,747,3 AVENUE,1,1320,46,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01152014-I1,MANHATTAN,,2024-12-06,2025-05-02,146,2025-09-29,123.0,,Permit Entire,1031403,107,40.78629,-73.97097,41,WEST   86 STREET,1,1200,11,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01152177-I1,MANHATTAN,,2024-12-06,2025-05-02,146,2025-07-01,35.0,,Permit Entire,1055627,107,40.79875,-73.96245,66,WEST  106 STREET,1,1841,59,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01152208-I1,MANHATTAN,,2024-12-06,2025-05-02,146,2025-07-01,80.0,,Permit Entire,1079883,112,40.8386,-73.9427,618,WEST  164 STREET,1,2137,131,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01152245-I1,MANHATTAN,,2024-12-11,2025-05-02,141,2025-11-03,82.0,,Permit Entire,1001011,101,40.70691,-74.00858,50,PINE STREET,1,41,7501,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01152276-I1,MANHATTAN,,2024-12-11,2025-05-02,141,2025-11-19,76.0,,Permit Entire,1017196,105,40.75034,-73.9817,240,MADISON AVENUE,1,867,18,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01152300-I1,MANHATTAN,,2024-12-17,2025-05-02,135,2025-12-17,35.0,,Permit Entire,1003722,103,40.7142,-73.9856,255,EAST BROADWAY,1,286,23,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01152325-I1,MANHATTAN,,2024-12-17,2025-05-02,135,2025-06-30,108.0,,Permit Entire,1030418,107,40.7782,-73.98236,2061,BROADWAY,1,1163,30,STAVROS I. MALLIAROS  P.E.  P.C.,0,DOB NOW,Local Law 11,Commercial District/Overlay
M01152331-I1,MANHATTAN,,2024-12-09,2025-05-02,143,2025-07-01,29.0,,Permit Entire,1055600,107,40.79833,-73.96222,53,WEST  105 STREET,1,1841,11,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01152352-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-10-06,48.0,,Permit Entire,1007726,102,40.72537,-74.0019,98,THOMPSON STREET,1,502,6,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01152493-I1,MANHATTAN,,2024-12-09,2025-05-02,143,2025-10-06,33.0,,Permit Entire,1020399,106,40.7321,-73.98362,327,EAST   14 STREET,1,921,16,..,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01152578-I1,MANHATTAN,,2024-12-09,2025-05-02,143,2025-09-29,106.0,,Permit Entire,1064363,112,40.85514,-73.93895,17,CHITTENDEN AVENUE,1,2179,258,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01152579-I1,MANHATTAN,,2024-12-09,2025-05-02,143,2025-09-29,15.0,,Permit Entire,1010614,102,40.73683,-73.99831,114,WEST   13 STREET,1,608,32,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01153003-I1,MANHATTAN,,2024-12-24,2025-05-02,128,2025-07-19,59.0,,Permit Entire,1015928,105,40.75048,-73.98485,23,WEST   36 STREET,1,838,29,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01153107-I1,MANHATTAN,,2024-12-10,2025-05-02,142,2025-07-01,42.0,,Permit Entire,1051580,111,40.79529,-73.94887,21,EAST  108 STREET,1,1614,13,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01153131-I1,MANHATTAN,,2024-12-27,2025-05-02,125,2025-11-12,235.0,,Permit Entire,1044913,108,40.76923,-73.95589,340,EAST   74 STREET,1,1448,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
M01153243-I1,MANHATTAN,,2024-12-10,2025-05-02,142,2025-06-30,108.0,,Permit Entire,1030418,107,40.7782,-73.98236,2061,BROADWAY,1,1163,30,STAVROS I. MALLIAROS  P.E.  P.C.,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01153604-I1,MANHATTAN,,2024-12-11,2025-05-02,141,2025-07-19,60.0,,Permit Entire,1057068,107,40.79635,-73.97314,305,WEST   97 STREET,1,1887,48,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01153712-I1,MANHATTAN,,2024-12-20,2025-05-02,132,2025-05-25,145.0,,Permit Entire,1003327,103,40.71158,-73.99653,53,CATHERINE STREET,1,276,59,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01153752-I1,MANHATTAN,,2024-12-11,2025-05-02,141,2025-08-11,794.0,,Permit Entire,1056483,107,40.79705,-73.96873,830,AMSTERDAM AVENUE,1,1872,29,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01154202-I1,MANHATTAN,,2024-12-11,2025-05-02,141,2025-07-01,35.0,,Permit Entire,1024874,105,40.76526,-73.98286,243,WEST   55 STREET,1,1027,9,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01154280-I1,MANHATTAN,,2024-12-12,2025-05-02,140,2025-12-12,180.0,,Permit Entire,1012377,104,40.74967,-74.00547,550,WEST   25 STREET,1,696,58,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01154366-I1,MANHATTAN,,2024-12-18,2025-05-02,134,2025-09-30,285.0,,Permit Entire,1000863,101,40.70423,-74.0082,77,WATER STREET,1,33,1,G. BLINN CONSULTING  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01154497-I1,MANHATTAN,,2024-12-11,2025-05-02,141,2025-06-26,40.0,,Permit Entire,1051146,108,40.7726,-73.94784,526,EAST   82 STREET,1,1578,38,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01154518-I1,MANHATTAN,,2024-12-12,2025-05-02,140,2025-06-26,40.0,,Permit Entire,1051145,108,40.77255,-73.94774,532,EAST   82 STREET,1,1578,36,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01154521-I1,MANHATTAN,,2024-12-13,2025-05-02,139,2025-07-19,300.0,,Permit Entire,1041288,108,40.77016,-73.96821,875,5 AVENUE,1,1383,69,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
M01154608-I1,MANHATTAN,,2024-12-31,2025-05-02,121,2025-10-17,125.0,,Permit Entire,1027072,104,40.7704,-73.99049,555,WEST   57 STREET,1,1086,7502,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01154765-I1,MANHATTAN,,2024-12-16,2025-05-02,136,2025-10-06,30.0,,Permit Entire,1028527,107,40.7757,-73.97936,60,WEST   70 STREET,1,1122,60,..,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01154941-I1,MANHATTAN,,2024-12-13,2025-05-02,139,2025-07-19,35.0,,Permit Entire,1009788,102,40.73063,-74.00584,56,MORTON STREET,1,583,16,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01155010-I1,MANHATTAN,,2025-02-06,2025-05-02,84,2026-02-06,190.0,,Permit Entire,1015612,105,40.74397,-73.99079,41,WEST   25 STREET,1,827,12,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01155103-I1,MANHATTAN,,2024-12-27,2025-05-02,125,2025-10-10,109.0,,Permit Entire,1014950,104,40.74367,-73.99357,131,WEST   23 STREET,1,799,24,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01155169-I1,MANHATTAN,,2025-01-02,2025-05-02,119,2025-07-01,172.0,,Permit Entire,1083950,111,40.78753,-73.94006,442,EAST  105 STREET,1,1696,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01155282-I1,MANHATTAN,,2024-12-16,2025-05-02,136,2025-07-19,20.0,,Permit Entire,1007046,102,40.7217,-74.00188,38,GREENE STREET,1,474,26,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01155313-I1,MANHATTAN,,2025-01-02,2025-05-02,119,2025-07-07,50.0,,Permit Entire,1038561,106,40.75715,-73.96725,1009,2 AVENUE,1,1327,23,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01155424-I1,MANHATTAN,,2024-12-16,2025-05-02,136,2025-09-29,20.0,,Permit Entire,1078138,102,40.73467,-74.00129,151,WEST   10 STREET,1,611,76,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01156194-I1,MANHATTAN,,2024-12-20,2025-05-02,132,2025-12-20,33.0,,Permit Entire,1028519,107,40.77543,-73.97873,42,WEST   70 STREET,1,1122,52,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01156326-I1,MANHATTAN,,2024-12-17,2025-05-02,135,2025-12-17,85.0,,Permit Entire,1050313,108,40.78248,-73.94569,1827,1 AVENUE,1,1557,27,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01156457-I1,MANHATTAN,,2024-12-16,2025-05-02,136,2025-12-06,120.0,,Permit Entire,1014512,105,40.75574,-73.99053,274,WEST   40 STREET,1,789,78,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01156474-I1,MANHATTAN,,2024-12-31,2025-05-02,121,2025-12-06,35.0,,Permit Entire,1060911,110,40.82076,-73.94558,127,EDGECOMBE AVENUE,1,2048,38,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01156791-I1,MANHATTAN,,2024-12-17,2025-05-02,135,2025-08-14,47.0,,Permit Entire,1006370,103,40.72854,-73.98625,328,EAST    9 STREET,1,450,18,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01156912-I1,MANHATTAN,,2025-01-09,2025-05-02,112,2025-09-21,34.0,,Permit Entire,1002692,102,40.7191,-74.00071,21,HOWARD STREET,1,209,28,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01157073-I1,MANHATTAN,,2024-12-18,2025-05-02,134,2025-07-19,34.0,,Permit Entire,1006873,103,40.73144,-73.98632,235,EAST   12 STREET,1,468,44,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01157107-I1,MANHATTAN,,2025-01-06,2025-05-02,115,2025-09-21,88.0,,Permit Entire,1047475,108,40.77472,-73.95761,179,EAST   79 STREET,1,1508,31,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01157156-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-10-20,364.0,,Permit Entire,1076215,104,40.76017,-73.99552,500,WEST   43 STREET,1,1071,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01157182-I1,MANHATTAN,,2024-12-19,2025-05-02,133,2025-07-19,34.0,,Permit Entire,1020202,106,40.74658,-73.97704,535,3 AVENUE,1,916,64,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01157194-I1,MANHATTAN,,2024-12-19,2025-05-02,133,2025-07-19,34.0,,Permit Entire,1005916,103,40.72776,-73.98329,433,EAST    9 STREET,1,437,36,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01157413-I1,MANHATTAN,,2025-01-23,2025-05-02,98,2025-08-04,35.0,,Permit Entire,1079406,103,40.71678,-73.99908,89,MULBERRY STREET,1,199,18,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01157670-I1,MANHATTAN,,2024-12-18,2025-05-02,134,2025-10-06,35.0,,Permit Entire,1027083,104,40.76947,-73.98887,503,WEST   57 STREET,1,1086,129,..,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01157710-I1,MANHATTAN,,2024-12-19,2025-05-02,133,2025-07-01,156.0,,Permit Entire,1062526,112,40.83386,-73.94089,498,WEST  159 STREET,1,2108,81,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01158054-I1,MANHATTAN,,2024-12-20,2025-05-02,132,2025-05-17,30.0,,Permit Entire,1041172,108,40.76779,-73.9672,59,EAST   66 STREET,1,1381,30,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01158210-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-10-06,34.0,,Permit Entire,1007211,102,40.72203,-73.9982,55,CROSBY STREET,1,482,8,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01158302-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-11-03,59.0,,Permit Entire,1018925,106,40.74759,-73.97905,134,EAST   36 STREET,1,891,71,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01158391-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-07-19,37.0,,Permit Entire,1048310,108,40.78287,-73.95264,1395,LEXINGTON AVENUE,1,1520,50,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01158401-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-07-19,360.0,,Permit Entire,1048310,108,40.78287,-73.95264,1385,LEXINGTON AVENUE,1,1520,50,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01158444-I1,MANHATTAN,,2024-12-20,2025-05-02,132,2025-07-19,131.0,,Permit Entire,1024996,104,40.75975,-73.99038,348,WEST   45 STREET,1,1035,54,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01158501-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-07-19,186.0,,Permit Entire,1052428,111,40.79093,-73.94391,220,EAST  106 STREET,1,1655,38,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01158714-I1,MANHATTAN,,2024-12-27,2025-05-02,125,2025-11-03,85.0,,Permit Entire,1013360,104,40.74516,-73.99964,315,WEST   22 STREET,1,746,28,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01158719-I1,MANHATTAN,,2025-01-09,2025-05-02,112,2025-06-09,88.0,,Permit Entire,1018046,106,40.7393,-73.98352,155,EAST   23 STREET,1,879,33,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01158870-I1,MANHATTAN,,2025-01-16,2025-05-02,105,2025-10-19,288.0,,Permit Entire,1072689,108,40.7719,-73.95254,404,EAST   79 STREET,1,1473,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01158886-I1,MANHATTAN,,2025-01-08,2025-05-02,113,2025-05-22,336.0,,Permit Entire,1069595,105,40.76543,-73.9769,106,CENTRAL PARK SOUTH,1,1011,7502,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01158904-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-12-23,140.0,,Permit Entire,1051394,110,40.79777,-73.95062,31,WEST  110 STREET,1,1594,17,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01159146-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-09-12,655.0,,Permit Entire,1079308,107,40.79341,-73.96774,750,COLUMBUS AVENUE,1,1851,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01159205-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-09-29,25.0,,Permit Entire,1008792,102,40.72887,-73.99341,716,BROADWAY,1,545,10,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01159210-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-06-02,91.0,,Permit Entire,1025399,104,40.76459,-73.98541,313,WEST   53 STREET,1,1044,25,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01159212-I1,MANHATTAN,,2024-12-23,2025-05-02,129,2025-06-02,93.0,,Permit Entire,1025398,104,40.76463,-73.98549,315,WEST   53 STREET,1,1044,24,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01159399-I1,MANHATTAN,,2025-02-05,2025-05-02,85,2025-05-25,148.0,,Permit Entire,1089703,107,40.77374,-73.9907,301,FREEDOM PLACE SOUTH,1,1171,151,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01159409-I1,MANHATTAN,,2024-12-31,2025-05-02,121,2025-05-25,39.0,,Permit Entire,1053610,110,40.80902,-73.9441,81,WEST  127 STREET,1,1725,1,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01159529-I1,MANHATTAN,,2024-12-27,2025-05-02,125,2025-11-12,123.0,,Permit Entire,1047628,108,40.77749,-73.95729,1226,LEXINGTON AVENUE,1,1511,57,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01159583-I1,MANHATTAN,,2024-12-27,2025-05-02,125,2025-06-13,28.0,,Permit Entire,1019954,106,40.74252,-73.97789,545,2 AVENUE,1,911,30,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01159598-I1,MANHATTAN,,2024-12-31,2025-05-02,121,2025-08-01,50.0,,Permit Entire,1059552,109,40.81184,-73.95422,405,WEST  125 STREET,1,1966,70,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01159677-I1,MANHATTAN,,2024-12-31,2025-05-02,121,2025-08-10,34.0,,Permit Entire,1001983,101,40.71877,-74.00589,112,FRANKLIN STREET,1,178,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01159827-I1,MANHATTAN,,2025-01-02,2025-05-02,119,2025-10-06,58.0,,Permit Entire,1078696,108,40.77817,-73.94706,422,EAST   89 STREET,1,1568,37,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01160041-I1,MANHATTAN,,2025-01-02,2025-05-02,119,2025-06-14,500.0,,Permit Entire,1036082,105,40.76361,-73.97244,767,FIFTH AVENUE,1,1294,1,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01160100-I1,MANHATTAN,,2025-01-07,2025-05-02,114,2025-07-19,131.0,,Permit Entire,1054869,111,40.79769,-73.93205,438,EAST  120 STREET,1,1807,30,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
M01160413-I1,MANHATTAN,,2024-12-27,2025-05-02,125,2025-09-29,50.0,,Permit Entire,1008977,103,40.73235,-73.9897,111,4 AVENUE,1,556,44,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01160534-I1,MANHATTAN,,2025-02-26,2025-05-02,64,2026-02-26,146.0,,Permit Entire,1027366,107,40.7705,-73.98334,43,WEST   61 STREET,1,1114,7501,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01160564-I1,MANHATTAN,,2025-01-06,2025-05-02,115,2025-09-21,88.0,,Permit Entire,1005254,103,40.72916,-73.97891,541,EAST   13 STREET,1,407,40,RIGID STRUCTURAL DESIGN  LLC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01160995-I1,MANHATTAN,,2025-01-21,2025-05-02,100,2025-09-21,136.0,,Permit Entire,1050287,108,40.78186,-73.94671,333,EAST   93 STREET,1,1556,17,RIGID STRUCTURAL DESIGN  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01161134-I1,MANHATTAN,,2025-01-03,2025-05-02,118,2025-07-19,86.0,,Permit Entire,1024857,105,40.76428,-73.98172,204,WEST   55 STREET,1,1026,37,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01161178-I1,MANHATTAN,,2024-12-31,2025-05-02,121,2025-08-01,310.0,,Permit Entire,1059551,109,40.81177,-73.95412,140,MORNINGSIDE AVENUE,1,1966,67,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01161186-I1,MANHATTAN,,2025-01-03,2025-05-02,118,2026-01-03,114.0,,Permit Entire,1017601,105,40.75154,-73.98122,10,EAST   40 STREET,1,869,66,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Commercial District/Overlay
